verdict,text,part
"ע""פ 3877∕16","כפי שנפסק לא אחת ""אין זהות בין מתחם העונש ההולם ובין מדיניות הענישה הנוהגת והובהר כי מתחם העונש ההולם מגלם 'הכרעה ערכית המבוססת על שיקולים שונים' וכי מדיניות הענישה בעבירה הנתונה היא רק אחד מאותם שיקולים"" (ע""פ 322/16 פלוני נ' מדינת ישראל, [פורסם בנבו] בפסקה 5 (9.10.2016); ע""פ 1323/13 חסן נ' מדינת ישראל, [פורסם בנבו] בפסקה 9 (5.6.2013)).",דיון והכרעה
"ע""פ 3877∕16",עוד נפסק כי קביעת מתחם העונש ההולם איננה עניין אריתמטי וכי לבית המשפט נתון בהקשר זה מרחב מסוים של גמישות שאין להתערב בו בייחוד אם העונש שנגזר בסופו של יום אינו חורג מן הראוי וההולם.,דיון והכרעה
"ע""פ 3877∕16",בית משפט זה עמד פעמים רבות על החומרה היתרה הגלומה בביצוע עבירות בנשק ובכללן העבירה של החזקת נשק או נשיאתו שלא כדין.,דיון והכרעה
"ע""פ 3877∕16","עבירות אלה מקימות סיכון חמור לשלום הציבור וביטחונו ומחייבות ""ליתן ביטוי עונשי הולם ומרתיע באמצעות הרחקת מבצע העבירה מן החברה לתקופת מאסר ממשית לריצוי בפועל"" (ע""פ 5120/11 שתיווי נ' מדינת ישראל, [פורסם בנבו] בפסקה 5 (18.12.2011); ע""פ 4329/10 פלוני נ' מדינת ישראל [פורסם בנבו] (25.10.2010)).",דיון והכרעה
"ע""פ 3877∕16","עוד נפסק כי חומרתן של העבירות בנשק אינה מסתכמת רק בנזק שאירע בפועל, כי אם בפוטנציאל הנזק הנובע מאותן עבירות (ע""פ 116/13 וקנין נ' מדינת ישראל, [פורסם בנבו] בפסקה 7 (31.7.2013))",דיון והכרעה
"ע""פ 3877∕16","בענייננו, נסע המערער אל מקום המפגש שנקבע ליישוב הסכסוך כשהוא חמוש באקדח הטעון ב-14 כדורים, התייצב יחד עם הקטין לצד הרכב שבו ישבו הצדדים הניצים ואין לדעת כיצד היו הדברים מתפתחים אלמלא התערבה המשטרה באותו השלב בנעשה.",דיון והכרעה
"ע""פ 3877∕16",המעט שניתן לומר על התנהלותו של המערער עד אותו שלב הוא כי היה בה כדי ללמד על פוטנציאל של הנזק.,דיון והכרעה
"ע""פ 3877∕16","פוטנציאל זה היה כרוך ושלוב בעבירה שאותה ביצע ובנסיבות ביצועה, וזאת גם אם אין לייחס לו הכנה וכוונה מראש לפגוע.",דיון והכרעה
"ע""פ 3877∕16","עברו הפלילי המכביד של המערער, בין היתר, בעבירות אלימות אך מעצים את המסקנה כי מדובר בפוטנציאל נזק שאיננו תיאורטי כלל וכלל ועמד על כך השופט א' א' לוי באחת הפרשות בציינו:",דיון והכרעה
"ע""פ 3877∕16",ויפים הדברים לענייננו.,דיון והכרעה
"ע""פ 3877∕16","אכן, העונש שנגזר על המערער במקרה דנן אינו מן הקלים, אך הוא אינו חורג באופן מהותי ממדיניות הענישה הנוהגת והראויה (ראו והשוו: ע""פ 9373/10 ותד נ' מדינת ישראל [פורסם בנבו] (14.9.2011); ע""פ 5323/12 אבו ליל נ' מדינת ישראל, [פורסם בנבו] בפסקאות 12-11 (17.6.2014)).",דיון והכרעה
"ע""פ 3877∕16","כפי שציין בית המשפט המחוזי, על אף גילו הצעיר למערער עבר פלילי מכביד ביותר ואת העבירה שעליה הוא נותן את הדין בהליך דנן, ביצע שבועות ספורים בלבד לאחר שסיים לרצות עונש מאסר בן 54 חודשים.",דיון והכרעה
"ע""פ 3877∕16","בנסיבות אלה, יש קושי רב לקבל את טענת המערער כי השתקם לאחר שחרורו מהמאסר האחרון.",דיון והכרעה
"ע""פ 3877∕16","אשר על כן, הערעור נדחה.",דיון והכרעה
"ע""פ 3877∕16","ניתן היום, ט""ז בחשון התשע""ז (‏17.11.2016).",דיון והכרעה
"ע""פ 3877∕16",54678313ש ו פ ט ת, 5129371 
"ע""פ 3877∕16",ש ו פ ט, 5129371 
"ע""פ 3877∕16",ש ו פ ט, 5129371 
"ע""פ 3877∕16",העותק כפוף לשינויי עריכה וניסוח.,_________________________
"ע""פ 3877∕16",16038770_V01.doc   גק,_________________________
"ע""פ 3877∕16","מרכז מידע, טל' 077-2703333  ; אתר אינטרנט,  www.court.gov.il",_________________________
"ע""פ 3877∕16",נוסח מסמך זה כפוף לשינויי ניסוח ועריכה,_________________________
"ע""פ 3877∕16","בעניין עריכה ושינויים במסמכי פסיקה, חקיקה ועוד באתר נבו – הקש כאן",_________________________
